experiment_type,experiment_id,timestamp,scheduler,prediction_mode,batch_size,interval,num_requests,num_frames,mean_excess_latency_s,mean_percent_excess,total_energy_j,requests_per_joule,frames_per_joule,max_temperature_c,mean_temperature_c,min_temperature_c,max_gpu_freq_mhz,avg_gpu_freq_mhz,min_gpu_freq_mhz,num_time_out,percent_time_out,percent_requests_within_constraint,percent_frames_within_constraint,percent_completed_frames_within_constraint,mean_excess_latency_adj_s,mean_percent_excess_adj,percent_requests_within_adj,percent_frames_within_adj,percent_completed_frames_within_adj
fixed_batch_16,1,2025-02-14 16:52:01,Fixed Batch Scheduler,,16.0,,731,3228,19.424685891643392,163.73029904899508,2912.421,1.1083562438260128,1.1083562438260128,49.5,46.41432700247729,44.5,1377,593.3777869529315,114,1600,49.566294919454776,29.08921933085502,29.08921933085502,57.67813267813268,18.76692249046731,155.66603755518628,30.297397769516728,30.297397769516728,60.073710073710075
fixed_batch_32,1,2025-02-14 17:03:33,Fixed Batch Scheduler,,32.0,,731,3228,10.976887431409391,136.29126466396033,2977.9304,1.0839742930190712,1.0839742930190712,51.5,46.31469979296066,45.0,1377,580.6836438923395,114,1696,52.540272614622054,22.14993804213135,22.14993804213135,46.671018276762396,9.533350227893658,117.77867796686955,28.283767038413878,28.283767038413878,59.595300261096604
interval_0.2,1,2025-02-14 16:03:56,Interval Scheduler,,,0.2,731,3228,98.0728799134554,1045.395307779815,4641.730800000001,0.6954302476998449,0.6954302476998449,52.0,48.86621405750799,45.5,1377,1266.5830670926518,114,0,0.0,27.47831474597274,27.47831474597274,27.47831474597274,97.90147346983706,1043.6173989764097,27.47831474597274,27.47831474597274,27.47831474597274
interval_0.5,1,2025-02-14 16:15:33,Interval Scheduler,,,0.5,731,3228,116.58849620040053,1009.6104748704079,4130.000000000001,0.781598062953995,0.781598062953995,51.0,49.14075316927666,47.0,1377,1263.027591349739,114,2109,65.33457249070632,5.2354399008674095,5.2354399008674095,15.102770330652367,116.3828661735909,1007.699092500313,5.2354399008674095,5.2354399008674095,15.102770330652367
interval_1,1,2025-02-14 16:27:49,Interval Scheduler,,,1.0,731,3228,130.9499234438346,1331.0903030799666,3987.8114000000005,0.8094665660467292,0.8094665660467292,51.0,49.19781596849266,47.5,1377,1259.4726100966702,114,2668,82.65179677819083,1.1152416356877324,1.1152416356877324,6.428571428571428,130.68170915812033,1328.246266776144,1.1152416356877324,1.1152416356877324,6.428571428571428
transparent,1,2025-02-14 15:51:39,No Scheduler,,,,731,3228,56.9495358381391,482.15113058790774,3384.3372000000004,0.9538056668821298,0.9538056668821298,51.0,47.338740458015266,45.0,1377,626.2488549618321,114,1822,56.443618339529124,31.970260223048324,31.970260223048324,73.39971550497866,56.88387273562718,481.4809614474638,32.40396530359356,32.40396530359356,74.3954480796586
loud_prof,1,2025-02-14 17:27:19,Our Scheduler,prof,,,731,3228,78.47095024355586,807.8738801945506,4421.642,0.730045535120211,0.730045535120211,51.0,48.306179775280896,45.0,1377,1198.7033707865169,114,1434,44.42379182156134,16.232961586121437,16.232961586121437,29.208472686733554,78.13391714353571,803.8667740679665,21.37546468401487,21.37546468401487,38.46153846153847
loud_pred,1,2025-02-14 17:15:03,Our Scheduler,pred,,,731,3228,80.41529585213844,825.763631135771,3168.862,1.0186622200651212,1.0186622200651212,49.5,46.153128643606685,44.5,1032,558.5895841430237,114,1395,43.215613382899626,17.81288723667906,17.81288723667906,31.369339879978174,79.96058063475202,821.9366901225771,20.291201982651796,20.291201982651796,35.733769776322966
fixed_batch_8,2,2025-02-14 18:19:21,Fixed Batch Scheduler,,8.0,,453,1889,0.06524077638542695,1.9451449326519952,2229.713,0.8471942353118989,0.8471942353118989,49.5,47.65295031055901,45.0,1377,1296.3051242236024,114,0,0.0,96.8766543144521,96.8766543144521,96.8766543144521,0.041792112066322426,1.039006168952395,97.88247750132345,97.88247750132345,97.88247750132345
fixed_batch_16,2,2025-02-14 18:26:24,Fixed Batch Scheduler,,16.0,,453,1889,0.20655185183263466,5.549282970821771,2156.6247999999996,0.8759057208282128,0.8759057208282128,50.5,48.622187742436,46.5,1377,1288.55546935609,114,0,0.0,90.89465325569084,90.89465325569084,90.89465325569084,0.10452227867663633,2.58271158611077,95.92376919004765,95.92376919004765,95.92376919004765
fixed_batch_32,2,2025-02-14 18:33:27,Fixed Batch Scheduler,,32.0,,453,1889,0.7466963120044326,17.512502019434304,2102.5012,0.8984537083736266,0.8984537083736266,51.0,48.59122670807454,47.0,1377,1230.9192546583852,114,0,0.0,79.24827951296982,79.24827951296982,79.24827951296982,0.2880548034562797,7.7381858907666325,89.67707781895183,89.67707781895183,89.67707781895183
interval_0.2,2,2025-02-14 17:47:35,Interval Scheduler,,,0.2,91,2342,1.3872057465762064,7.476635124511452,2728.0214000000005,0.8584976642778533,0.8584976642778533,51.0,49.14946619217082,46.5,1377,1291.614946619217,114,0,0.0,76.17421007685738,76.17421007685738,76.17421007685738,1.2974298541935334,7.006766207878247,77.28437233134073,77.28437233134073,77.28437233134073
interval_0.5,2,2025-02-14 17:55:04,Interval Scheduler,,,0.5,91,2342,121.99561021707584,617.5030271449766,4201.5938,0.5574075247350184,0.5574075247350184,51.0,49.54132075471698,47.5,1377,1333.977358490566,114,1180,50.38428693424424,5.422715627668659,5.422715627668659,10.929432013769363,121.76617820330648,616.3179903611715,5.422715627668659,5.422715627668659,10.929432013769363
interval_1,2,2025-02-14 18:07:13,Interval Scheduler,,,1.0,91,2342,125.09677637809156,684.5667709581244,3873.1196000000004,0.6046805267774328,0.6046805267774328,48.0,45.34226415094339,42.0,1377,1312.3203773584905,114,1824,77.88215200683177,2.5192143467122117,2.5192143467122117,11.389961389961389,124.8620273433425,683.3248654369273,2.5192143467122117,2.5192143467122117,11.389961389961389
transparent,2,2025-02-14 17:39:38,No Scheduler,,,,91,2342,4.787915761659265,24.487652400054376,2803.2336,0.835463730172184,0.835463730172184,52.0,47.88694481830417,45.0,1377,1299.28465679677,114,0,0.0,77.6259607173356,77.6259607173356,77.6259607173356,4.610138324964554,23.59616478564288,77.9675491033305,77.9675491033305,77.9675491033305
loud_prof,2,2025-02-14 18:51:01,Our Scheduler,prof,,,453,1889,57.756143775187745,497.9214603566339,3451.473,0.5473025574877741,0.5473025574877741,48.5,45.92184601113173,43.0,1377,1243.0380333951762,114,0,0.0,37.21545791424034,37.21545791424034,37.21545791424034,57.50938828635599,495.3950381833713,43.938591847538376,43.938591847538376,43.938591847538376
loud_pred,2,2025-02-14 18:40:30,Our Scheduler,pred,,,453,1889,65.64549676043791,570.4603490384745,2624.0357999999997,0.7198834711020331,0.7198834711020331,51.5,45.1497880357984,42.5,1032,607.8813000471032,114,0,0.0,29.380624669137113,29.380624669137113,29.380624669137113,65.2743684715589,567.4279725660541,34.19798835362626,34.19798835362626,34.19798835362626
fixed_batch_8,3,2025-02-14 19:40:12,Fixed Batch Scheduler,,8.0,,114,1734,0.0015195544621820674,0.06637090062117844,2316.8422,0.7484325000640959,0.7484325000640959,48.5,45.87929799426934,43.0,1377,1311.7542979942693,114,0,0.0,99.59630911188005,99.59630911188005,99.59630911188005,0.00030162647910816605,0.01437109714876763,99.94232987312573,99.94232987312573,99.94232987312573
fixed_batch_16,3,2025-02-14 19:47:39,Fixed Batch Scheduler,,16.0,,114,1734,0.015142300174339145,0.5032700600830431,2232.229,0.7768020216563803,0.7768020216563803,50.0,47.4325681492109,45.0,1377,1269.093256814921,114,0,0.0,99.25028835063438,99.25028835063438,99.25028835063438,0.005042528114890834,0.16932469244949563,99.59630911188005,99.59630911188005,99.59630911188005
fixed_batch_32,3,2025-02-14 19:55:06,Fixed Batch Scheduler,,32.0,,114,1734,0.2747130045435113,3.519676637047232,2345.053,0.7394289169583801,0.7394289169583801,53.0,48.21834992887624,46.5,1377,1234.3229018492177,114,0,0.0,92.50288350634371,92.50288350634371,92.50288350634371,0.10712902639426433,1.608882209570004,97.11649365628604,97.11649365628604,97.11649365628604
interval_0.2,3,2025-02-14 19:08:37,Interval Scheduler,,,0.2,114,1734,0.00010202937449770942,0.0048612245757401066,2489.7566000000006,0.6964536212093984,0.6964536212093984,49.0,46.42330827067669,43.0,1377,1284.3428571428572,114,0,0.0,99.94232987312573,99.94232987312573,99.94232987312573,0.0,0.0,100.0,100.0,100.0
interval_0.5,3,2025-02-14 19:15:50,Interval Scheduler,,,0.5,114,1734,101.57393782753742,673.5955236634761,4168.4102,0.41598593151892777,0.41598593151892777,50.5,48.169736842105266,45.5,1377,1310.2206766917293,114,325,18.742791234140714,18.223760092272205,18.223760092272205,22.427253371185238,101.37053115613926,672.3075159799712,18.223760092272205,18.223760092272205,22.427253371185238
interval_1,3,2025-02-14 19:28:01,Interval Scheduler,,,1.0,114,1734,106.47252932403931,627.6811652355856,3870.7296000000006,0.4479775595794653,0.4479775595794653,51.0,49.07604205782952,47.5,1377,1298.8542996620354,114,1067,61.53402537485583,5.074971164936563,5.074971164936563,13.193403298350825,106.18797160289989,626.0613057537263,5.074971164936563,5.074971164936563,13.193403298350825
transparent,3,2025-02-14 19:01:25,No Scheduler,,,,114,1734,0.0,0.0,2420.6718,0.7163300700243627,0.7163300700243627,52.5,47.87565543071161,45.5,1377,1306.6516853932585,114,0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0
loud_prof,3,2025-02-14 20:09:57,Our Scheduler,prof,,,114,1734,0.057530904157741945,0.5903335781781612,1819.0688,0.9532349738503568,0.9532349738503568,49.0,47.630580357142854,46.5,1032,781.2209821428571,114,0,0.0,94.4636678200692,94.4636678200692,94.4636678200692,0.005533013595528256,0.20355913554655072,99.59630911188005,99.59630911188005,99.59630911188005
loud_pred,3,2025-02-14 20:02:35,Our Scheduler,pred,,,114,1734,0.19582692549559205,1.2636294570162716,1993.4582000000003,0.8698451765881019,0.8698451765881019,51.0,47.79516728624535,46.0,1032,784.4230483271375,114,0,0.0,92.04152249134948,92.04152249134948,92.04152249134948,0.1193694621965349,0.741526355054735,98.44290657439446,98.44290657439446,98.44290657439446
fixed_batch_8,4,2025-02-14 20:56:45,Fixed Batch Scheduler,,8.0,,246,2041,13.254612661094317,116.74816068572356,1917.6510000000003,1.0643229659620024,1.0643229659620024,50.5,47.8511673151751,45.5,1377,1253.8735408560312,114,0,0.0,20.67613914747673,20.67613914747673,20.67613914747673,12.552338648734432,111.10100810402176,22.782949534541892,22.782949534541892,22.782949534541892
fixed_batch_16,4,2025-02-14 21:02:49,Fixed Batch Scheduler,,16.0,,246,2041,14.703834052866366,128.36552926039747,1829.2358000000002,1.115766485654829,1.115766485654829,51.5,48.39902912621359,46.5,1377,1224.13786407767,114,0,0.0,17.05046545810877,17.05046545810877,17.05046545810877,13.406071077187232,118.04101753478899,20.284174424301813,20.284174424301813,20.284174424301813
fixed_batch_32,4,2025-02-14 21:08:54,Fixed Batch Scheduler,,32.0,,246,2041,16.46009002496924,142.94680372074419,1800.004,1.133886369141402,1.133886369141402,51.0,48.634371957156766,46.5,1377,1212.3330087633885,114,0,0.0,16.070553650171483,16.070553650171483,16.070553650171483,13.897289945804618,122.59899558496701,19.79421852033317,19.79421852033317,19.79421852033317
interval_0.2,4,2025-02-14 20:27:01,Interval Scheduler,,,0.2,246,2041,54.50370520753396,434.7094283641914,2938.1664000000005,0.6946509224256324,0.6946509224256324,51.0,48.90109184328838,46.0,1377,1320.019267822736,114,0,0.0,19.647231749142577,19.647231749142577,19.647231749142577,54.30649795618659,433.1541502946159,19.647231749142577,19.647231749142577,19.647231749142577
interval_0.5,4,2025-02-14 20:35:05,Interval Scheduler,,,0.5,246,2041,114.35890742297367,897.4553350722227,3637.7234,0.5610651980851541,0.5610651980851541,51.5,49.380052151238594,47.5,1377,1332.3437635810517,114,1009,49.43655071043606,9.84811366976972,9.84811366976972,19.476744186046513,114.1591012214233,895.9314219324159,9.84811366976972,9.84811366976972,19.476744186046513
interval_1,4,2025-02-14 20:45:54,Interval Scheduler,,,1.0,246,2041,99.78766945079924,746.2233015419948,3255.8048,0.6268803338578529,0.6268803338578529,48.5,46.73802264808362,44.5,1377,1268.2604529616724,114,1445,70.79862812346889,9.84811366976972,9.84811366976972,33.7248322147651,99.62156206824893,744.9750406541087,9.84811366976972,9.84811366976972,33.7248322147651
transparent,4,2025-02-14 20:17:24,No Scheduler,,,,246,2041,37.85129211002686,274.96512863446225,2925.7976,0.6975875569793345,0.6975875569793345,51.0,48.29601861427094,46.5,1377,778.4508790072389,114,181,8.868201861832436,28.907398334149924,28.907398334149924,31.72043010752688,37.66093787436404,273.41048996721213,29.4953454189123,29.4953454189123,32.365591397849464
loud_prof,4,2025-02-14 21:25:48,Our Scheduler,prof,,,246,2041,113.85054936827586,935.2456949775377,3701.4944000000005,0.5513989160702228,0.5513989160702228,50.5,47.847883020515056,45.5,1377,1272.9436927106067,114,472,23.12591866731994,11.807937285644291,11.807937285644291,15.360101975780752,113.49073816659181,932.6872808800043,17.001469867711904,17.001469867711904,22.11599745060548
loud_pred,4,2025-02-14 21:14:58,Our Scheduler,pred,,,246,2041,121.64146587102145,992.8481399327057,2461.1166000000003,0.8292983761923347,0.8292983761923347,49.0,47.21002277904328,46.5,1032,545.1257403189067,114,542,26.555609995100443,13.277804997550222,13.277804997550222,18.0787191460974,121.45585676897034,991.3403847020875,15.090641842234199,15.090641842234199,20.547031354236157
fixed_batch_8,5,2025-02-14 22:24:29,Fixed Batch Scheduler,,8.0,,905,3009,31.09607914257203,361.44180127665294,2683.9556000000002,1.1211064743395904,1.1211064743395904,51.0,45.391505281690144,41.5,1377,589.1104753521126,114,1920,63.808574277168496,10.667996011964108,10.667996011964108,29.476584022038566,30.462996178213295,353.86729797005785,10.767696909272182,10.767696909272182,29.75206611570248
fixed_batch_16,5,2025-02-14 22:35:29,Fixed Batch Scheduler,,16.0,,905,3009,24.56090596818175,291.71322432462273,2552.9728,1.1786259532416483,1.1786259532416483,46.0,43.048436811977105,41.5,1377,540.9977983267283,114,1984,65.93552675307411,10.103024260551678,10.103024260551678,29.65853658536585,23.45161723286828,278.2605084030289,11.033565968760385,11.033565968760385,32.390243902439025
fixed_batch_32,5,2025-02-14 22:46:29,Fixed Batch Scheduler,,32.0,,905,3009,26.972303782235052,334.69157867676415,2555.685,1.1773751459980397,1.1773751459980397,47.0,43.620096959012784,42.0,1377,549.8823270163067,114,1952,64.8720505151213,7.2781655034895305,7.2781655034895305,20.719016083254495,24.624260281240513,305.463071757187,9.704220671319375,9.704220671319375,27.625354777672655
interval_0.2,5,2025-02-14 21:49:29,Interval Scheduler,,,0.2,905,3009,127.71482815822903,1497.0970606719573,4222.6904,0.7125788809901857,0.7125788809901857,50.5,48.71825764596849,46.0,1377,1369.5834105653382,114,0,0.0,12.19674310402127,12.19674310402127,12.19674310402127,127.4998397900004,1494.5853090714527,12.19674310402127,12.19674310402127,12.19674310402127
interval_0.5,5,2025-02-14 21:59:48,Interval Scheduler,,,0.5,905,3009,123.51713138819477,1431.1673704551704,4033.8182,0.7459433843597612,0.7459433843597612,50.5,48.91106719367589,47.5,1377,1358.1810276679842,114,2106,69.99002991026919,2.957793286806248,2.957793286806248,9.856035437430787,123.30661090093011,1428.6740475480537,2.957793286806248,2.957793286806248,9.856035437430787
interval_1,5,2025-02-14 22:11:30,Interval Scheduler,,,1.0,905,3009,131.04964088671687,1498.4926391165816,4145.9724,0.725764599880115,0.725764599880115,49.5,48.438129996524154,47.0,1377,1296.2857142857142,114,2603,86.50714523097375,0.36556995679627785,0.36556995679627785,2.70935960591133,130.82402512317014,1495.8962380096366,0.36556995679627785,0.36556995679627785,2.70935960591133
transparent,5,2025-02-14 21:36:41,No Scheduler,,,,905,3009,136.6821175942417,1516.091616389876,3411.492,0.8820187765353106,0.8820187765353106,51.5,47.836738416636265,46.0,1377,554.5680408609996,114,2087,69.35859089398471,10.634762379528082,10.634762379528082,34.70715835140998,136.5429092242734,1514.3322611841675,10.667996011964108,10.667996011964108,34.815618221258134
loud_prof,5,2025-02-14 23:08:28,Our Scheduler,prof,,,905,3009,106.20425977115502,1199.2227330469361,3857.338,0.7800716452641692,0.7800716452641692,48.5,45.67960750853242,43.0,1377,1334.2883959044368,114,1656,55.03489531405783,9.770687936191425,9.770687936191425,21.729490022172946,105.99229921096338,1196.1502163265288,11.299435028248588,11.299435028248588,25.129342202512934
loud_pred,5,2025-02-14 22:57:29,Our Scheduler,pred,,,905,3009,109.30848707080904,1243.7821559659158,2494.1414,1.206427189733509,1.206427189733509,45.0,43.55221873599283,42.5,905,549.368892873151,114,1666,55.367231638418076,9.438351611831173,9.438351611831173,21.14668652271035,109.14467981978004,1241.7053891307817,10.103024260551678,10.103024260551678,22.635889798957557
fixed_batch_8,6,2025-02-15 00:20:30,Fixed Batch Scheduler,,8.0,,1366,5076,21.007446344502778,228.0311644738962,3385.7482,1.4992254887708425,1.4992254887708425,47.5,44.79957356076759,43.5,1377,375.1580871154432,114,4124,81.24507486209613,8.01812450748621,8.01812450748621,42.752100840336134,20.497072805443285,222.4635788853827,8.412135539795115,8.412135539795115,44.85294117647059
fixed_batch_16,6,2025-02-15 00:35:30,Fixed Batch Scheduler,,16.0,,1366,5076,23.71351991849322,280.1663894322763,3035.1084000000005,1.6724279106472768,1.6724279106472768,47.0,44.15842862412394,42.5,1377,508.11766875691626,114,3792,74.70449172576832,7.722616233254531,7.722616233254531,30.529595015576323,22.630727757757146,268.0271679477022,8.254531126871552,8.254531126871552,32.63239875389408
fixed_batch_32,6,2025-02-15 00:48:13,Fixed Batch Scheduler,,32.0,,1366,5076,24.243656923025195,289.5108006254781,2743.8792000000003,1.849935667721815,1.849935667721815,47.0,43.90454180064309,42.5,1377,479.7588424437299,114,3872,76.28053585500393,6.0086682427107965,6.0086682427107965,25.332225913621265,22.006285529431757,263.08743135218054,7.289204097714736,7.289204097714736,30.730897009966778
interval_0.2,6,2025-02-14 23:35:30,Interval Scheduler,,,0.2,1366,5076,116.70724667707898,1212.8516458472773,6101.843599999999,0.8318797289396275,0.8318797289396275,51.0,48.132132610774626,44.0,1377,1359.132929550526,114,2179,42.92750197005516,8.648542159180456,8.648542159180456,15.153607179841217,116.50604706605657,1210.8205233796332,8.668242710795901,8.668242710795901,15.188125647221263
interval_0.5,6,2025-02-14 23:49:30,Interval Scheduler,,,0.5,1366,5076,125.45870911498724,1305.938231948311,5445.971200000001,0.932065156716216,0.932065156716216,50.5,48.506885438031055,46.5,1377,1352.902431878113,114,4151,81.77698975571316,1.2017336485421592,1.2017336485421592,6.594594594594596,125.23633073660888,1303.7048242507585,1.2017336485421592,1.2017336485421592,6.594594594594596
interval_1,6,2025-02-15 00:04:30,Interval Scheduler,,,1.0,1366,5076,134.0955460326006,1331.4211814864107,5173.559,0.9811427684501133,0.9811427684501133,47.0,44.464995913919914,41.0,1377,1286.2890220648326,114,4658,91.7651694247439,0.27580772261623326,0.27580772261623326,3.349282296650718,133.86635942972978,1329.0816641263912,0.27580772261623326,0.27580772261623326,3.349282296650718
transparent,6,2025-02-14 23:19:33,No Scheduler,,,,1366,5076,131.40414511940358,1217.5034226021,4288.8632,1.1835304049800424,1.1835304049800424,51.0,46.425169109357384,44.5,1377,497.9805524239008,114,3939,77.60047281323878,7.624113475177305,7.624113475177305,34.03693931398417,131.25190237534025,1215.990324283974,7.624113475177305,7.624113475177305,34.03693931398417
loud_prof,6,2025-02-15 01:12:21,Our Scheduler,prof,,,1366,5076,101.35226674357945,1026.221159853426,4372.221,1.160966017042597,1.160966017042597,48.5,45.62322628827483,42.5,1377,1321.9682598954444,114,3641,71.72970843183609,6.796690307328605,6.796690307328605,24.041811846689896,101.06975231583299,1022.8510575596517,7.801418439716312,7.801418439716312,27.595818815331008
loud_pred,6,2025-02-15 01:00:05,Our Scheduler,pred,,,1366,5076,109.25531506139711,1130.9558706790303,2833.683,1.7913083432409342,1.7913083432409342,45.0,43.50918327471668,42.5,1032,546.5130910511919,114,3700,72.89204097714736,5.732860520094563,5.732860520094563,21.148255813953487,109.09292597572885,1129.2078081204063,6.382978723404255,6.382978723404255,23.546511627906977
