Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
50,9.811209999999999,1.9270159999999998,25.956,18.906358649359998
51,9.91338,1.9425629999999998,25.4603,19.25736519294
52,9.99757,1.984688,26.2927,19.84205720816
53,10.055520000000001,2.007082,26.457,20.182253192640005
54,10.05484,2.035755,26.9579,20.4691908042
55,10.11678,2.0740909999999997,27.4577,20.983122346979997
56,9.880700000000001,2.091656,27.9562,20.667025439200003
57,10.083,2.199488,28.4575,22.177437504
58,9.77234,2.2374069999999997,28.9571,21.864701922379997
59,10.05857,2.1917109999999997,29.4543,22.045478513269998
60,10.06706,2.199591,29.941,22.14341457246
61,10.14484,2.25173,30.4566,22.8434405732
62,10.1808,2.407698,26.6784,24.5122917984
63,10.323680000000001,2.4614,25.5379,25.410705952
64,9.95118,2.4418599999999997,26.1076,24.299388394799998
65,10.03675,2.534205,26.6,25.43518203375
66,9.96248,2.492777,26.8444,24.834241006959996
67,10.082780000000001,2.5354579999999998,27.3453,25.564465213240002
68,10.013399999999999,2.469991,23.196,24.733007879399995
69,10.027000000000001,2.5113209999999997,23.4862,25.181015667
70,10.31007,2.586853,26.3417,26.67063550971
71,9.92336,2.712323,23.9746,26.91535756528
72,10.03741,2.7486759999999997,24.7242,27.589587969159997
73,10.14832,2.725211,24.6432,27.656313295519997
74,10.18407,2.8163709999999997,24.9713,28.68211940997
75,10.16634,2.863679,25.4712,29.11313436486
76,10.23165,2.866808,25.8459,29.3321760732
77,10.28918,2.913475,25.9731,29.9772687005
78,10.12791,2.869525,26.3046,29.06229094275
79,10.269440000000001,2.9578789999999997,26.635,30.37576091776
80,9.97565,2.9697869999999997,26.9696,29.625555686549998
81,10.300379999999999,2.954663,26.4684,30.434151671939997
82,10.09519,3.169478,27.6363,31.99648261082
83,10.37524,3.085273,27.9688,32.01044784052
84,10.41075,3.100557,28.3019,32.279123787749995
85,10.22502,3.134245,28.6358,32.0477178099
86,10.39874,3.167575,28.968,32.9387888555
87,10.05214,3.2029579999999997,29.3005,32.19658223011999
88,10.35732,3.210267,29.635,33.24976260444
89,10.25021,3.2777779999999996,25.8625,33.59791283337999
90,10.14733,3.302793,25.7526,33.51453049269
91,10.15856,3.3359729999999996,25.8632,33.88868187887999
92,10.12268,3.422675,26.4206,34.646643769
93,10.1809,3.392311,26.3098,34.5367790599
94,10.07811,3.483761,26.7448,35.10972657171
95,9.92116,3.472674,26.7484,34.45295438184
96,10.099639999999999,3.529995,27.4202,35.651678701799995
97,10.11827,3.564047,26.4138,36.06198983869
98,10.1068,3.5870979999999997,27.4172,36.254082066399995
99,10.14176,3.6594279999999997,27.6376,37.11304051328
100,10.14696,3.674196,27.8593,37.28191984416
101,10.15503,3.6964609999999998,27.4145,37.53767234883
102,10.1114,3.8010669999999998,27.8562,38.4341088638
103,10.24727,3.737805,27.6373,38.30229704235
104,10.27143,3.8459369999999997,27.8575,39.50327267991
105,10.340100000000001,3.8167269999999998,28.0818,39.4653388527
106,10.33233,3.9034329999999997,28.4121,40.331557888889996
107,10.28031,3.952648,29.0802,40.63444676088
108,10.390870000000001,4.0030719999999995,28.6342,41.59540075264
109,10.20124,4.014756,28.8588,40.955489497440006
110,10.22848,4.084655,25.0766,41.7798119744
111,10.34389,4.093551,29.4171,42.34324125339
112,10.20912,4.142188,28.9705,42.28809435456
113,10.394020000000001,4.161649,25.4739,43.25626293898
114,10.359969999999999,4.191573,29.5233,43.424570532809994
115,10.322370000000001,4.233636,25.6757,43.701157237320004
116,10.22569,4.257509,25.7963,43.535967206209996
117,10.26219,4.304253,26.6147,44.17106209407
118,10.259870000000001,4.316058,26.1751,44.28219399246
119,10.3035,4.371802,26.5276,45.044861907
120,10.245180000000001,4.414069,26.3396,45.22293143742
121,10.337670000000001,4.366479,26.8718,45.139218963930006
122,10.406690000000001,4.453637,26.9787,46.34761963153
123,10.21974,4.417333999999999,26.9728,45.144004973159994
124,10.310350000000001,4.472474,27.2713,46.11277230590001
125,10.134120000000001,4.427165,26.9727,44.8654213698
126,10.1474,4.609078,27.1741,46.770158097199996
127,9.99772,4.559537,27.1548,45.58497425563999
