Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
81,9.64723,17652,45118,2529092,15725,5613262,516,1,7801779,8430927,13219582,14108376
82,9.9503,27303,47697,2665035,18907,5534297,464,0,8081365,8518036,13001287,14362196
83,9.95061,20347,60754,2750274,18527,5549050,532,1,8285871,8613100,13100660,14359568
84,9.72152,2200,88682,2591235,19401,5807688,532,6,8343092,12985612,12991275,13006971
85,9.43006,1822,81635,2760543,18779,5759422,501,1,8491901,13000926,13207954,13219195
86,9.87023,471,69443,3229061,19308,5462992,449,1,8563156,9060577,13118597,14802931
87,9.86934,21325,50905,3223479,18420,5519773,443,0,8686275,9068705,12969059,14958482
88,9.59527,688,74781,3398308,21102,5469786,508,0,8752266,13000297,13015377,15039833
89,9.60421,540,62081,3261796,15300,5694655,536,0,8665795,13196970,13199166,14956832
90,10.079,439,75943,3551503,15474,5498323,508,1,8930713,12970246,12972123,15223916
91,10.2115,4875,64702,3687550,15532,5421523,497,1,8056112,13929836,14348460,14355251
92,9.95425,19927,77799,3724013,19051,5441662,489,1,9132733,12974999,12997186,15366720
93,9.91415,22319,91927,3810694,16157,5450281,450,0,9144804,13197882,13211852,15282142
94,9.9947,22536,70594,3887093,18208,5478778,465,1,9261568,12983899,12995082,15525893
95,10.0746,18451,67332,3974687,17141,5477691,541,6,9324154,12975557,12989739,15616902
96,10.222,618,63495,3793459,15028,5768134,499,1,9406956,13087405,13092072,13093455
97,9.95646,23993,97644,4162730,16410,5420679,426,1,9491579,12956350,12975369,15776022
98,10.1145,440,84688,4429360,15710,5396402,444,4,9191345,13514894,15467314,15481714
99,9.57867,481,59388,4170110,17220,5703295,491,1,9588281,13106608,13117322,15877415
100,9.80918,23685,77742,4543014,17971,5529945,500,1,10080066,12964832,12976484,13009247
101,9.80167,30203,69995,4605728,17390,5552875,524,1,10156491,13068217,13091543,16343876
102,9.84117,668,77810,4890063,14638,5326089,496,0,9071687,14025159,15339847,15350249
103,9.91712,27321,69108,4855452,16649,5333602,591,1,9182388,14043372,15466598,15676979
104,9.99401,22932,73764,4984373,14698,5321689,482,1,8728692,14898013,15036291,15052348
105,9.88798,25359,72773,5007587,15226,5496414,529,1,10479498,13191239,13203432,16556103
106,9.83433,38863,75270,5005924,18751,5411402,496,1,9387239,14267487,14329316,15691262
107,9.74551,26408,71304,5161558,16009,5551060,475,1,10378879,13303126,13323700,16848576
108,9.99501,488,77591,5205009,17111,5607234,517,1,10669353,12989249,12993660,16954562
109,9.59472,491,57893,5100941,17578,5789861,522,0,11141372,13110489,13113968,16948550
110,9.63492,8658,58049,5199959,15023,5801276,552,1,11248534,13115469,13127123,17037501
111,10.1374,595,47195,5408642,14572,5689731,504,1,10912456,13000338,13004121,17187292
112,9.6867,25085,80809,5632028,19919,5466117,495,1,11539866,14247728,14337933,16496272
113,10.036,488,61458,5422931,16247,5859655,547,0,11500561,13218806,13220918,17178560
114,9.9204,30597,68523,5912407,16849,5265299,439,1,9308538,15358844,15556660,15638876
115,9.99462,34003,68298,5928488,16630,5418477,487,1,10483083,14180002,16543273,16754505
116,10.0669,30467,64898,6041061,16814,5438493,482,1,10579372,14183597,16670397,16903577
117,9.99452,27396,88891,6046863,18424,5411989,460,22,11943861,14446539,16639883,16661411
118,9.78759,26415,63123,6225085,16436,5424474,466,1,10582061,16656293,16827750,16878973
119,10.0298,745,67594,6355774,14677,5549940,501,0,12120798,13916332,17111800,17118344
120,9.78074,8428,66273,6690712,17523,5253229,485,1,12139451,15376911,15697411,15704374
121,9.67364,34957,83704,6580943,18544,5329403,438,1,12519575,15322979,16419431,16432423
122,9.88349,35453,64826,6495865,16046,5422587,458,1,12355025,14580413,16925659,16946698
123,10.3814,23435,55259,6455479,19882,5869412,530,1,12600678,13426948,13438128,18236870
124,9.82806,30333,68771,6686163,15373,5489995,565,1,11001589,17042214,17214888,17273577
125,9.86133,30243,64662,6772522,16669,5483631,493,26,11000575,17047267,17224368,17291587
126,9.79487,1887,53428,7269462,15686,5413156,506,1,12914600,16774031,16799514,16804085
127,9.64417,14974,78757,6487983,18126,6089233,550,1,12792742,12975165,12997471,13019934
128,10.0662,37616,58003,7073433,17571,5386470,464,1,13061578,15368752,17114299,17129684
