scheduler_type;throughput_level;scenario_id;timestamp;device;num_requests;num_frames;mean_excess_latency_s;mean_percent_excess;total_energy_j;requests_per_joule;frames_per_joule;max_temperature_c;mean_temperature_c;min_temperature_c;max_gpu_freq_mhz;avg_gpu_freq_mhz;min_gpu_freq_mhz;num_time_out;percent_time_out;percent_requests_within_constraint;percent_frames_within_constraint;percent_completed_frames_within_constraint
loud_prof;50;t50_s2;2025-09-27_17:49:26;nx0;3130;3130;1,9714035226837063;17,244372392937233;1793,3274000000001;1,745358934458928;1,745358934458928;47,0;43,10140931372549;38,0;1109;590,3143382352941;114;0;0,0;71,4696485623003;71,4696485623003;71,4696485623003
loud_prof;50;t50_s2;2025-09-27_17:49:26;nx1;3130;3130;1,9714035226837063;17,244372392937233;1349,5862000000002;2,319229405279929;2,319229405279929;44,5;42,7988184079602;41,0;1007;300,2904228855721;114;0;0,0;71,4696485623003;71,4696485623003;71,4696485623003
loud_prof;50;t50_s3;2025-09-27_18:06:16;agx;2843;2843;0,24753131410481882;1,9965274487412232;2331,4962;1,2193886483709473;1,2193886483709473;48,0;44,35140562248996;43,0;1377;587,4598393574297;114;0;0,0;87,72423496306718;87,72423496306718;87,72423496306718
loud_prof;50;t50_s3;2025-09-27_18:06:16;nano0;2843;2843;0,24753131410481882;1,9965274487412232;432,6492;6,5711435500169655;6,5711435500169655;25,5;22,58221476510067;21,5;921;135,03959731543625;76;0;0,0;87,72423496306718;87,72423496306718;87,72423496306718
loud_prof;50;t50_s3;2025-09-27_18:06:16;nano1;2843;2843;0,24753131410481882;1,9965274487412232;431,155;6,5939163409910595;6,5939163409910595;29,0;26,54088471849866;26,0;921;117,40214477211796;76;0;0,0;87,72423496306718;87,72423496306718;87,72423496306718
loud_prof;50;t50_s3;2025-09-27_18:06:16;nx0;2843;2843;0,24753131410481882;1,9965274487412232;1676,3628;1,6959336010080872;1,6959336010080872;47,5;43,19706078824315;39,0;1007;687,1649966599866;114;0;0,0;87,72423496306718;87,72423496306718;87,72423496306718
loud_prof;50;t50_s3;2025-09-27_18:06:16;nx1;2843;2843;0,24753131410481882;1,9965274487412232;1154,1364;2,4633136949844054;2,4633136949844054;44,0;42,070985527222604;41,0;1007;316,83804272915233;114;0;0,0;87,72423496306718;87,72423496306718;87,72423496306718
loud_prof;50;t50_s4;2025-09-27_18:21:24;agx;2696;2696;0,0;0,0;1938,538;1,390738793874559;1,390738793874559;46,5;44,152282157676346;43,5;1032;647,0315352697096;114;0;0,0;100,0;100,0;100,0
loud_prof;50;t50_s4;2025-09-27_18:21:24;nano0;2696;2696;0,0;0,0;303,589;8,88042715645165;8,88042715645165;22,5;21,01796157059315;20,0;614;92,82289055973267;76;0;0,0;100,0;100,0;100,0
loud_prof;50;t50_s4;2025-09-27_18:21:24;nano1;2696;2696;0,0;0,0;307,5226;8,766835348036208;8,766835348036208;27,0;25,566500415627598;24,5;614;88,07481296758105;76;0;0,0;100,0;100,0;100,0
loud_prof;50;t50_s4;2025-09-27_18:21:24;nx0;2696;2696;0,0;0,0;901,4644000000001;2,9906893716490632;2,9906893716490632;43,0;41,64291882556131;41,0;1007;284,58635578583767;114;0;0,0;100,0;100,0;100,0
loud_prof;50;t50_s4;2025-09-27_18:21:24;nx1;2696;2696;0,0;0,0;789,7144000000001;3,4138924147767846;3,4138924147767846;42,5;40,521907216494846;39,5;1007;173,95103092783506;114;0;0,0;100,0;100,0;100,0
loud_pred;60;t60_s0;2025-09-27_18:28:25;agx;1938;1938;0,0;0,0;1694,3524000000002;1,1437998376252778;1,1437998376252778;45,5;44,23013698630137;43,0;1032;670,6264840182648;114;0;0,0;100,0;100,0;100,0
